"id","inqno","fdate","remark","ndate","datetime","user_id"
"240","436","2020-07-23","Budgetory offer. It will take time.","2020-08-22","2020-07-23 00:00:00.000000","3011"
"241","437","2020-07-04","Expecting huge discount almost 10%, We are waiting for order confirmation. ","2020-07-06","2020-07-04 00:00:00.000000","3033"
"242","439","2020-07-23","Firm Requirements. It is under technical evaluation.","2020-08-07","2020-07-23 00:00:00.000000","3011"
"243","442","2020-07-23","Firm Requirements. It is under technical evaluation.","2020-08-07","2020-07-23 00:00:00.000000","3011"
"244","443","2020-07-23","Firm Requirements. It is under technical evaluation.","2020-08-07","2020-07-23 00:00:00.000000","3011"
"245","444","2020-07-04","Budgetory offer submitted. It will take time","2020-08-08","2020-07-04 00:00:00.000000","3048"
"246","448","2020-08-06","our rates are on higher side due to special types of  cables .","2020-09-05","2020-08-06 00:00:00.000000","3044"
"247","449","2020-07-10","Mr. Bala follow up with them ,we have submitted our offer.","2020-07-25","2020-07-10 00:00:00.000000","3044"
"248","453","2020-08-17","Offer has been submitted and their engineering work is stil going on. However they have asked for 100mtrs price, which will be submitted at the time of finalising as disucssed. It is under follow up.","2020-09-06","2020-08-17 00:00:00.000000","3053"
"249","454","2020-07-16","We are not approved for this package, In tender document oue name is not appeared. ","2020-07-26","2020-07-16 00:00:00.000000","3033"
"250","455","2020-07-16","Netco & KEC have offered rates , KEC is lowest one as they quoted 7%  lower than us . We shall get the order after reducing our rates. ","2020-07-26","2020-07-16 00:00:00.000000","3033"
"251","456","2020-07-16","Budgetory offer submitted. It will take time","2020-08-20","2020-07-16 00:00:00.000000","3048"
"252","457","2020-07-11","offer has been submitted, we are not approved TOYO make list.","2020-08-10","2020-07-11 00:00:00.000000","3044"
"253","461","2020-07-16","Budgetory offer submitted. It will take time","2020-08-20","2020-07-16 00:00:00.000000","3048"
"254","463","2020-07-23","We are lowest one but still the quantity has not been frrezed yet. Waiting for the clerance. ","2020-08-12","2020-07-23 00:00:00.000000","3033"
"255","465","2020-08-12","They will consider us for final negotiation,Under follow up.","2020-09-06","2020-08-12 00:00:00.000000","3044"
"256","469","2020-07-16","We have quoted resonable rates & have chance to get the order. ","2020-07-26","2020-07-16 00:00:00.000000","3033"
"257","470","2020-08-12","They will consider us for final negotiation,Under follow up.","2020-09-11","2020-08-12 00:00:00.000000","3044"
"258","471","2020-08-01","They just wanted to get the prices are cables were not in stock and they had purchased from a local trader.","2020-09-20","2020-08-01 00:00:00.000000","3053"
"259","474","2020-08-21","LOSS THE ORDER due to auction by 20.08.20 final L-1 Price 74.75 lacs & our final price 75 Lacs 20.08.20","0000-00-00","2020-08-21 00:00:00.000000","3007"
"260","476","2020-07-23","Offer may not consider as we have not quoted for other HT Cables.","2020-08-22","2020-07-23 00:00:00.000000","3011"
"261","477","0000-00-00","order Recived Rs, 33.40lacs on 18.08.20","0000-00-00","0000-00-00 00:00:00.000000","3007"
"262","478","2020-08-12","We got purchase order for this project.","2020-09-06","2020-08-12 00:00:00.000000","3044"
"263","479","2020-07-25","They have submitted tender, it will take 45 days. ","2020-09-13","2020-07-25 00:00:00.000000","3054"
"264","482","2020-08-21","Budgetory offer","2020-12-19","2020-08-21 00:00:00.000000","3007"
"265","484","2020-08-01","Offer has been submitted and it is for tender enquiry. Mr. Bala has been following up.","2020-08-31","2020-08-01 00:00:00.000000","3053"
"266","485","2020-07-20","They are manufacturer of Equipemnt for T & D sector, offer has been submitted, budgetory enquiry.","2020-09-03","2020-07-20 00:00:00.000000","3053"
"267","486","2021-04-22","Export Job, they will let us know about the tender opening date.","2021-06-21","2021-04-22 00:00:00.000000","3044"
"268","489","2020-07-30","Commercial offer submitted, it will take 10-12 days","2020-08-14","2020-07-30 00:00:00.000000","3048"
"269","490","2020-07-23","Bidding Stage. It take time.","2020-08-22","2020-07-23 00:00:00.000000","3011"
"270","492","2020-09-24","Bidding Stage. It take time.","2020-10-24","2020-09-24 00:00:00.000000","3011"
"271","497","2020-10-23","Budgetroy offer, they will let us know about tender opneing.","2020-11-22","2020-10-23 00:00:00.000000","3044"
"272","503","2020-07-22","Budgetory offer submitted. It will take time","2020-08-21","2020-07-22 00:00:00.000000","3048"
"273","504","2021-01-08","Budgetroy offer, they will let us know about tender opening.","2021-02-07","2021-01-08 00:00:00.000000","3044"
"274","505","2020-07-22","offer submitted. Finalization in 15-20 days","2020-08-06","2020-07-22 00:00:00.000000","3048"
"275","506","2020-07-16","We have submitted very rock bottom rates still they accpeting to match cords rates. Under follow up. ","2020-07-26","2020-07-16 00:00:00.000000","3033"
"276","510","2020-07-23","Firm Requirements. It is under technical evaluation.","2020-08-02","2020-07-23 00:00:00.000000","3011"
"277","511","2021-07-15","Offer has been submitted, enquiry was received by Parth and they are under follow up.","2021-08-24","2021-07-15 00:00:00.000000","3044"
"278","521","2020-08-01","Offer is submitted and contacted Mr. Kirtesh, they have forwarded to their technical team and are under follow up.","2020-08-31","2020-08-01 00:00:00.000000","3053"
"279","525","2020-09-05","abb hvdc due to hold not finalised they have ask old price  po","2020-11-04","2020-09-05 00:00:00.000000","3007"
"280","526","2020-07-21","They provide fabrication servces in different sector, offer has been subitted.","2020-08-30","2020-07-21 00:00:00.000000","3053"
"281","529","2020-07-22","Offer submitted . Under followup","2020-08-26","2020-07-22 00:00:00.000000","3048"
"282","531","2020-07-21","Under follow up rates are on higher side than KEI, KEC","2020-07-31","2020-07-21 00:00:00.000000","3033"
"283","532","2020-07-23","Technical submitted & under follow up. ","2020-08-02","2020-07-23 00:00:00.000000","3033"
"284","535","2020-08-01","submitted the offer and have been followed up. The enquiry is for tender and they are working on it.","2020-09-15","2020-08-01 00:00:00.000000","3053"
"285","540","2020-07-21","They are manufacturer of equipment of refrigeration system, offer has been submitted.","2020-08-30","2020-07-21 00:00:00.000000","3044"
"286","541","2021-03-15","Under follow up","2021-03-18","2021-03-15 00:00:00.000000","3011"
"287","542","2020-08-12","we have matched their target rates.","2020-09-11","2020-08-12 00:00:00.000000","3044"
"288","543","2020-09-03","Offer submitted , It will take time","2020-09-28","2020-09-03 00:00:00.000000","3053"
"289","544","2020-07-25","They are solar EPC and offer has been submitted, budgetory enquiry.","2020-09-08","2020-07-25 00:00:00.000000","3044"
"290","545","2021-03-03","Firm Requirements. It got delayed.","2021-04-02","2021-03-03 00:00:00.000000","3011"
"291","546","2020-10-07","Bidding Stage.It will take time.","2020-12-06","2020-10-07 00:00:00.000000","3011"
"292","549","2020-09-05","loss due to rate not upate to vendor for tarnsformers div manali madam","0000-00-00","2020-09-05 00:00:00.000000","3007"
"293","550","2020-09-03","Offer submitted , It will take time","2020-09-23","2020-09-03 00:00:00.000000","3053"
"294","553","2020-07-25","offr has been submiitted and  quantity is very samll. We have quoted as per our quantity.","2020-08-24","2020-07-25 00:00:00.000000","3044"
"295","556","2020-12-07","Lost it on high rates. ","2020-12-22","2020-12-07 00:00:00.000000","3011"
"296","560","2020-11-04","Budgetary offer, they will let us know about tender opening.","2020-12-04","2020-11-04 00:00:00.000000","3044"
"297","561","2020-07-30","Commercial offer submitted , it will take time","2020-09-18","2020-07-30 00:00:00.000000","3048"
"298","562","2021-06-28","Budgetary offer, they will let us know about tender opening.","2021-07-28","2021-06-28 00:00:00.000000","3044"
"299","563","2020-08-06","It is under follow up for getting the infrommation about finalisation.","2020-09-05","2020-08-06 00:00:00.000000","3044"
"300","564","2020-08-12","It is under follow up for getting the information about finalisation.","2020-09-11","2020-08-12 00:00:00.000000","3044"
"301","566","2020-07-30","commercial offer submitted. Offer under followup","2020-08-29","2020-07-30 00:00:00.000000","3048"
"302","567","2020-07-25","Offer submitted on 25.07.2020, Mr Ajay will check it on Monday and will revert","2020-07-27","2020-07-25 00:00:00.000000","3054"
"303","574","2020-08-06","It is under follow up for getting the infrommation about finalisation.","2020-09-05","2020-08-06 00:00:00.000000","3044"
"304","575","2020-08-01","We have submitted the offer and it is under discussion with their purchase person. They require 30 days credit thorugh PDC.","2020-09-15","2020-08-01 00:00:00.000000","3053"
"305","576","2020-08-06","It is under follow up for getting the infrommation about finalisation.","2020-09-05","2020-08-06 00:00:00.000000","3044"
"306","579","2020-08-12","It is under follow up for getting the information about finalisation.","2020-09-06","2020-08-12 00:00:00.000000","3044"
"307","584","2020-08-24","offer submitted on 28.07.2020, notified.. Final date after 1.5 months","2020-09-23","2020-08-24 00:00:00.000000","3044"
"308","585","2020-10-02"," they will let us know about finalisation.","2020-11-01","2020-10-02 00:00:00.000000","3044"
"309","586","2020-07-30","Commercial offer submitted . Offer under followup","2020-08-24","2020-07-30 00:00:00.000000","3048"
"310","589","2020-08-07","They want to make ARC, Rates are submitted will let us know. ","2020-09-21","2020-08-07 00:00:00.000000","3033"
"311","594","2020-10-07","Bidding Stage. It take time. Still It is under TQ.","2020-11-06","2020-10-07 00:00:00.000000","3011"
"312","595","2020-08-06","They are ttarders of electrical items, and the offer has been submiited, under follow up for closing the order.","2020-08-31","2020-08-06 00:00:00.000000","3044"
"313","596","2020-08-08","Offer has been submitted and they are yet to bid in the tender. They are under follow up.","2020-09-07","2020-08-08 00:00:00.000000","3053"
"314","597","2020-08-01","Offer has been submitted and it is under negotiation.","2020-08-21","2020-08-01 00:00:00.000000","3053"
"315","598","2020-10-02","It is budgetary enquiry, it will take time.","2020-11-01","2020-10-02 00:00:00.000000","3044"
"316","600","2020-08-05","Budgetory Offer submitted . It will take time","2020-09-04","2020-08-05 00:00:00.000000","3048"
"317","601","2020-08-31","submitted","2020-12-29","2020-08-31 00:00:00.000000","3050"
"318","603","2020-09-03","Commercial offer submitted , it will take time","2020-09-28","2020-09-03 00:00:00.000000","3048"
"319","604","2020-08-08","Offer has been submitted and it will take a week for finalization. ","2020-09-07","2020-08-08 00:00:00.000000","3053"
"320","607","2020-05-08","Budgetory Offer submitted . It will take time","2020-06-02","2020-05-08 00:00:00.000000","3048"
"321","610","2020-08-06","Thye are manufacturer and supplier of Capacitor bank in  transmssion sector, the offer has been submiited and it is under follow up for getting the approval and ordr closing.","2020-09-10","2020-08-06 00:00:00.000000","3044"
"322","611","2020-08-11","Our rates are submitted with DGMS Clause, Rates are lesser than Cords/KEI. ","2020-08-31","2020-08-11 00:00:00.000000","3033"
"323","613","2020-08-05","Commercial offer send, under followup","2020-08-25","2020-08-05 00:00:00.000000","3048"
"324","614","2020-08-07","We have submitted rates on higher side considering commission, will get the order. ","2020-08-17","2020-08-07 00:00:00.000000","3033"
"325","615","2020-08-19","Tender quoted will take time. ","2020-10-03","2020-08-19 00:00:00.000000","3053"
"326","617","2020-08-05","Commercial offer send, under followup","2020-08-20","2020-08-05 00:00:00.000000","3048"
"327","619","2020-08-25","Budgetory offer for costing purpose after that issue to tender","0000-00-00","2020-08-25 00:00:00.000000","3039"
"328","622","2020-10-22","Offer had been submitted and the project is on hold. They wil revert when they require the cables.","2020-11-21","2020-10-22 00:00:00.000000","3053"
"329","623","2020-09-17","Project kept on hold. ","2020-11-01","2020-09-17 00:00:00.000000","3033"
"330","626","2020-09-29","They have got the order from TATA, Will get the firm requirement. ","2020-10-14","2020-09-29 00:00:00.000000","3011"
"331","627","2020-10-07","Firm Requirements of flexible wire.","2020-10-27","2020-10-07 00:00:00.000000","3011"
"332","631","2020-11-24","It is for a tender enquiry and they are under follow up. The tender is been extended.","2021-01-03","2020-11-24 00:00:00.000000","3053"
"333","632","2020-10-02","Budgetary offer, they will let us know about tender opening.","2020-10-27","2020-10-02 00:00:00.000000","3044"
"334","634","2020-08-12","They will consider us for final negotiation,Under follow up.","2020-09-06","2020-08-12 00:00:00.000000","3044"
"335","635","2020-10-02","Budgetroy offer, they will let us know about tender opening.","2020-10-27","2020-10-02 00:00:00.000000","3044"
"336","636","2020-08-18","they are manufacturre of differenet types of Pump, offer has been submitted, it is inder technical cleasrance.","2020-09-17","2020-08-18 00:00:00.000000","3044"
